    ,Sales & Services Revenue ,Gross Profit ,"Selling, General & Admin  ",Non-Operating (Income) Loss ,Pretax Income ,Income (Loss) from Cont Ops ,Basic Weighted Avg Shares ,"Basic EPS, GAAP  ",Diluted Weighted Avg Shares ,"Diluted EPS, GAAP  ",EBITDA ,EBITDA Margin (%) ,Profit Margin (%) ,Sales per Employee ,Depreciation Expense ,"Cash, Cash Equivalents & STI  ",Cash & Cash Equivalents ,Accounts & Notes Receiv ,Other ST Assets ,Total Current Assets ,"Property, Plant & Equip, Net  ","Property, Plant & Equip  ",Other LT Assets ,Total Noncurrent Assets ,Total Assets ,Payables & Accruals ,Total Current Liabilities ,LT Debt ,Other LT Liabilities ,Total Noncurrent Liabilities ,Total Liabilities ,Share Capital & APIC ,Retained Earnings ,Other Equity ,Equity Before Minority Interest ,Total Equity ,Total Liabilities & Equity ,Shares Outstanding ,Net Debt ,Net Debt to Equity ,Tangible Common Equity Ratio ,Current Ratio ,Number of Employees ,Net Income ,Depreciation & Amortization ,Non-Cash Items ,Chg in Non-Cash Work Cap ,Cash from Operating Activities ,Acq of Fixed & Intang ,Cash from Investing Activities ,Cash (Repurchase) of Equity ,Cash from Financing Activities ,Net Changes in Cash ,Capital Expenditures ,Free Cash Flow ,Price/Free Cash Flow ,Cash Flow to Net Income ,Performance
48,-9.2,-15.11,-1.02,35.79,-87.79,-52.62,-3.93,-484.39,-4.21,-485.51,-10.46,-1.39,-506.71,-9.2,2.8,20.45,3.41,-12.41,-23.33,-6.63,0.14,0.34,-4.85,-0.92,-1.98,-9.96,-24.14,4.83,9.83,5.98,-0.85,-1.44,-901.4,-29.02,-11.27,-7.63,-1.98,-1.14,-1.98,6.12,-10.63,23.09,2.56,-201.97,2.8,190.68,-226.32,35.15,1.6,-10.9,-83.61,-2767.86,-114.22,1.6,-409.77,0.48,-136.6,0.168510950970893
49,-22.49,1.27,10.82,-29.69,462.77,-141.0,-1.04,2.74,-1.11,2.74,0.09,29.14,32.56,-22.49,-0.6,-34.71,-27.28,-32.46,98.41,-0.2,-11.17,-12.78,-16.33,-10.08,-8.33,-28.67,14.34,-7.09,-25.87,-11.56,-7.07,-1.06,98.6,-31.93,-11.78,-15.0,-8.33,0.18,-0.74,16.78,-10.74,-12.72,2.56,8.24,-0.6,11.9,-111.96,-13.7,-7.16,30.41,2.435,-105.76,-848.28,-7.16,-42.12,2.89,-16.0,-0.2210939914753537
50,1.96,4.42,-10.7,-75.44,161.74,-1011.49,0.3,-203.3,0.76,-202.84,-0.99,-2.89,-201.63,1.96,-14.2,7.72,22.87,9.02,-54.53,-21.62,5.42,4.9,-4.31,2.96,-1.78,-3.5,-27.02,-0.93,10.0,1.25,-4.78,-4.08,-55.84,10.39,30.14,15.67,-1.78,0.29,-4.66,-17.58,22.71,7.41,2.56,-301.42,-14.2,-101.8,181.82,-5.87,-2.57,-81.63,2.435,-3920.93,-189.86,-2.57,-28.85,41.4,-190.85,0.4525782813312528
51,-5.1,-8.71,2.08,217.36,-50.4,-64.64,0.3,-74.89,0.3,-74.89,-5.5,-0.42,-73.46,-5.1,4.19,-3.38,-11.75,-7.27,34.6,4.31,5.51,4.92,-2.38,3.31,3.47,1.98,15.84,3.79,2.79,3.57,5.58,-4.63,-31.14,7.63,-6.61,-6.69,3.47,0.25,5.6,13.17,-13.0,-9.96,2.56,-69.46,4.19,-2617.95,-79.03,5.25,13.39,438.81,2.435,-94.77,-274.87,13.39,-72.52,27.45,317.87,0.1328149263278304
52,-5.19,14.64,-15.82,77.08,-51.25,-68.76,0.15,-84.84,0.15,-84.84,12.45,18.6,-83.99,-5.19,2.2,-0.35,5.83,-12.1,21.41,3.5,1.12,0.7,13.35,2.72,2.84,1.47,5.22,0.8,20.96,5.14,5.15,-2.76,-1.73,7.54,-12.08,-9.73,2.84,0.21,-1.84,8.75,-24.87,-1.64,2.56,-68.2,2.2,26.78,-843.59,11.72,-21.0,-15.66,2.435,-9.3,-212.02,-21.0,1301.64,19.75,635.89,0.0588823627596133
53,15.33,0.67,0.61,76.91,-318.03,-740.94,0.15,-987.8,-0.3,-991.8,0.14,-13.17,-870.94,186.62,-1.12,-17.49,-13.41,9.08,-3.14,-1.07,-12.79,-9.28,19.77,-5.42,-4.74,-3.75,-11.75,-6.06,4.32,-3.49,-4.98,-5.84,60.15,-7.38,6.23,-3.24,-4.74,0.21,-5.51,-2.35,-57.54,12.1,-59.76,-725.66,-1.12,153.73,-569.66,-30.96,11.37,32.94,2.435,-1121.79,-192.15,11.37,-125.03,21.41,-107.76,-0.2094714773527943
54,13.25,-6.01,24.7,-30.45,-84.12,-47.12,0.3,33.1,0.3,33.1,-5.75,-16.77,17.88,5.16,-0.28,79.06,45.71,26.87,24.36,42.7,15.74,11.62,1.63,11.28,16.38,60.93,37.17,25.43,-11.12,15.65,19.24,-6.05,50.14,-26.13,-12.9,-1.38,16.38,0.29,24.6,26.34,10.08,4.03,7.69,-46.9,-0.28,-22.25,-78.78,42.74,115.08,91.28,2.435,371.52,-280.97,115.08,757.94,-33.87,6.93,0.4113082971545265
55,0.4,-1.73,28.99,-15.02,-161.54,-62.57,0.15,-145.54,6.59,-142.79,-0.85,-1.25,-145.42,-4.83,7.12,-13.45,3.78,-21.07,0.41,-13.01,30.03,21.68,7.76,24.19,16.78,16.46,49.92,4.63,12.6,6.27,14.63,-4.97,-15.23,-7.68,2.09,32.88,16.78,0.14,15.04,-13.43,49.68,-41.97,5.49,-63.96,7.12,-27.61,-207.27,11.75,69.72,40.3,2.435,43.83,-60.6,69.72,155.45,-51.91,-345.04,-0.551063441855656
56,-1.91,-1.91,3.92,-9.78,-9.78,8.67,0.13,8.52,0.3,8.34,-203.3,-205.31,10.79,1.11,-203.3,4.72,-8.17,5.64,6.195,2.03,-6.97,-6.97,1.49,-1.57,-1.34,-2.83,-2.83,-0.03,-3.77,-3.57,-3.54,0.13,1.51,-91.26,13.92,13.89,-1.34,-0.74,0.91,-11.4,16.23,5.0,-2.99,8.67,-203.3,-2.92,-94.74,-14.23,-14.29,-32.21,12300.0,-19.53,-125.38,-14.29,-14.23,21.53,-21.07,-0.0374959068597824
57,3.99,3.99,3.92,-14.74,-14.74,-15.09,-3.63,-11.89,-3.58,-11.94,168.09,157.79,-18.35,-1.26,168.09,6.27,38.08,1.67,6.195,64.03,-0.76,-0.76,-28.74,-9.2,-4.06,6.56,6.42,2.985,0.6,0.57,-4.44,0.41,1.1,-96.2,-1.8,-1.8,-4.06,-6.0,-4.0,-2.25,0.48,-0.89,5.32,-15.09,168.09,-55.89,-709.09,-47.71,51.85,164.19,653.23,29.73,-528.0,51.85,-52.28,47.92,-38.42,-0.1135617199218136
58,2.02,2.02,18.74,244.38,244.38,192.64,-6.01,211.36,-5.75,210.51,53.97,50.91,186.83,-0.62,53.97,-23.03,3.87,180.85,6.195,19.12,8.21,8.21,-21.22,-0.87,1.1,8.43,6.42,2.52,-0.64,-0.47,-0.46,-0.84,4.52,-16885.71,10.21,10.04,1.1,-4.39,2.32,-7.02,9.55,-0.89,2.66,192.64,53.97,-16.08,127.99,58.32,15.85,-74.34,-2.25,-41.53,-85.98,15.85,64.53,-11.33,-45.9,0.3682813318777904
59,3.58,3.58,6.53,2.72,2.72,-1.13,-5.11,3.42,-4.6,2.87,-5.15,-8.43,-4.54,1.47,-5.15,-2.36,-16.25,-6.95,6.195,-6.1,3.54,3.54,60.51,-2.18,-2.7,-27.45,6.42,2.38,-4.46,-4.07,-4.07,-0.6,5.32,-10.98,4.37,4.37,-2.7,-6.26,5.24,0.83,3.43,-0.89,2.07,-1.13,-5.15,91.86,-55.97,38.9,-27.37,-0.06,100.88,29.27,-536.67,-27.37,45.72,-2.09,40.48,0.0898323923634791
60,2.12,2.12,-1.05,24.73,24.73,25.0,-7.11,30.63,-6.83,30.23,-0.54,-2.61,22.4,0.09,-0.54,4.2,-2.67,8.53,6.195,7.7,0.68,0.68,-49.75,-15.12,-12.13,21.2,6.42,-16.24,-15.5,-15.55,-15.49,1.78,6.36,-46.37,3.84,3.84,-12.13,-6.9,-17.9,-20.93,13.25,-0.89,2.03,25.0,-0.54,-83.9,4.09,-23.72,39.13,2.59,25.46,-18.11,-86.26,39.13,-26.94,54.1,-38.97,0.1984276700876515
61,1.17,1.17,-5.99,-22.52,-22.52,-23.82,-7.02,-19.51,-7.17,-19.39,1.37,0.19,-24.71,-2.23,1.37,-18.14,-24.66,0.77,6.195,-2.76,-0.68,-0.68,1.45,-3.67,-3.57,-6.17,6.42,-1.35,-1.82,-1.79,-1.85,1.43,4.15,-234.58,-10.22,-10.22,-3.57,-8.85,2.03,13.64,-8.48,-0.89,3.48,-23.82,1.37,142.67,-223.57,11.74,5.21,-54.23,22.03,-7.28,800.0,5.21,12.38,-26.54,46.69,-0.092200153120295
62,2.47,4.9,0.61,-16.09,-16.09,-13.54,-7.06,-7.8,-7.25,-7.61,2.96,0.48,-15.63,-2.0,2.96,80.51,-11.92,1.99,6.195,14.31,4.0,4.0,-12.14,1.78,3.78,24.42,6.42,23.87,2.75,4.02,4.02,1.78,3.21,-44.9,2.74,2.74,3.78,-3.94,27.69,24.29,-0.59,-0.89,4.57,-13.54,2.96,11.4,166.76,10.43,3.3,-440.43,-52.39,-66.24,-63.58,3.3,11.08,0.48,27.72,0.1218894904515985
63,5.45,5.37,13.44,44.92,44.92,69.9,-2.9,79.71,-2.52,79.01,26.44,19.91,61.12,6.92,26.44,-45.79,41.51,2.54,6.195,-9.43,0.66,0.66,33.04,6.27,3.51,0.61,6.42,0.05,2.24,2.08,2.08,0.3,6.23,-161.78,9.61,9.61,3.51,-3.01,-3.01,-11.52,3.04,-0.89,-1.38,69.9,26.44,-56.84,-68.36,8.04,-4.47,-52.1,11.82,91.55,-406.78,-4.47,9.1,28.24,-36.41,0.2422462216805423
64,3.35,1.04,-89.95,-34.15,-34.15,-32.27,-3.92,-31.85,-3.97,-31.82,5.8,2.37,-34.46,-2.98,5.8,37.68,-19.12,6.88,6.195,11.45,-2.52,-2.52,-2.85,-2.26,-0.15,16.54,6.42,1.59,1.16,1.19,1.19,-0.09,1.9,-54.09,-5.49,-5.49,-0.15,-6.48,3.82,9.86,-9.08,-0.89,6.53,-32.27,5.8,469.43,75.0,19.96,-7.36,42.07,54.05,22.27,-165.19,-7.36,21.99,-36.39,77.11,-0.1328285609186563
65,12.21,4.34,-75.64,131.7,131.7,124.4,-5.64,146.39,-5.58,146.24,26.61,12.84,99.99,10.78,-75.34,30.29,-32.26,-0.23,6.195,5.36,9.57,9.57,-1.21,7.17,6.86,18.22,6.42,2.79,3.36,3.32,3.32,4.61,9.18,1552.54,21.99,21.99,6.86,-3.92,5.73,-13.33,17.59,-0.89,1.29,124.4,26.61,-151.73,30.33,-0.89,56.32,63.29,-24.66,-30.53,36.44,56.32,-4.12,25.85,-55.83,0.0994322965089096
66,0.26,0.89,-144.74,14.29,14.29,15.04,-5.06,22.96,-5.4,23.4,6.03,5.75,14.74,10.08,-6.35,77.99,11.54,0.1,-158.82,2.56,-7.69,-7.69,-6.99,5.54,5.03,6.24,6.42,18.01,0.71,1.94,1.94,1.01,9.76,69.44,16.23,16.23,5.03,-4.7,18.35,1.83,15.28,-0.89,-8.92,15.04,6.03,-25.02,-99.7,7.06,-28.87,22.59,0.12,-19.01,-124.22,-28.87,10.37,-12.23,-6.94,-0.1637566303207177
67,12.94,20.74,1162.75,-7.34,-7.34,-7.48,-5.39,-71.26,-5.2,-71.32,58.31,40.17,-74.61,-12.95,218.64,-41.64,102.39,17.13,6.195,11.37,-11.16,-11.16,-20.07,-27.48,-21.07,6.24,6.42,1.93,-24.57,-22.4,-22.4,168.69,1.0,-80.18,-16.67,-16.84,-21.07,-7.57,-3.16,16.46,-1.61,-0.89,29.74,-71.92,58.31,-430.14,-4500.0,-6.83,12.01,-114.82,79.62,160.57,889.74,12.01,-7.95,9.43,224.9,-0.1702818901916896
68,1.63,1.6,-118.01,-128.82,-128.82,-126.44,-8.01,-203.65,-9.33,-205.16,-22.01,-23.26,-180.67,2.0,-6.12,2.87,-3.54,2.08,-100.42,2.3,5.11,5.11,-1.04,-2.6,-1.49,6.24,6.42,-0.15,9.53,8.5,8.47,-59.7,-4.39,-464.73,-30.6,-30.95,-1.49,-6.41,0.21,45.13,-38.62,-0.89,-0.37,-187.1,-22.01,123.0,-39.77,0.1,21.74,-438.82,-19.23,-34.73,-106.99,21.74,-1.47,3.16,-222.09,0.3781744805255231
69,11.05,11.05,-92.24,-81.27,-81.27,-84.38,-3.21,-76.94,-3.21,-76.94,-16.88,-25.15,-87.09,13.34,99.43,19.49,-1.9,0.44,6.195,4.33,-12.97,-12.97,-7.06,5.85,5.52,6.24,6.42,-0.28,7.06,6.33,6.36,1.74,-2.43,-70.7,1.69,1.61,5.52,-0.19,-0.11,-1.7,-10.25,-0.89,-2.02,-84.38,-16.88,-94.57,-6567.92,-17.44,-36.43,73.55,-86.71,-63.65,-48.15,-36.43,-15.74,22.92,475.74,-0.1786096648011015
70,20.19,30.33,-362.5,-139.56,137.99,59.12,5.65,46.65,8.11,43.31,7.175,-45.03,4.22,12.61,447.14,-33.15,-63.43,29.93,-28.57,-15.93,-81.62,-72.26,-32.6,-71.48,-45.32,-11.06,-24.25,-48.54,-90.02,-55.73,-46.27,2.32,-7.93,-99.35,56.33,-41.24,-45.32,1.79,-48.41,-12.19,-5.77,10.99,6.73,60.75,-66.05,158.24,44.47,-187.1,-68.24,-11.78,-88.19,-68.24,-245.17,-68.24,-8100.0,-421.04,-169.53,-0.2827858113382594
71,1.14,-0.71,52.38,-467.72,-100.1,5.1,2.25,1.95,1.23,2.98,7.175,-36.9,3.07,1.14,-17.23,-1.34,43.4,-5.06,-66.34,-10.16,3.71,5.63,-14.63,25.91,-0.2,-14.78,5.97,-30.21,-29.21,-30.17,-14.86,1.47,-8.98,-600.0,56.96,56.96,-0.2,2.2,-27.68,-53.92,92.9,-15.22,2.56,4.25,-17.23,-174.04,-83.21,-192.72,68.92,-89.94,20.0,-101.24,-125.02,68.92,-123.57,-127.74,-188.94,-0.3398214770394064
72,-17.45,-57.99,-17.04,-44.11,121600.0,-338.99,1.93,-336.38,-0.13,-341.26,7.175,-207.68,-391.86,-11.38,-17.98,-43.23,-36.82,-31.45,2.9,-29.85,-9.37,1.0,56.64,0.58,-19.26,12.02,-21.25,33.4,-55.56,29.87,2.91,1.96,23.77,-40.0,-66.16,-66.16,-19.26,2.15,30.17,284.69,-112.11,-10.92,-6.85,-340.94,-17.98,-309.77,-187.3,-188.48,-46.8,-83.19,-22.22,-716.67,-221.67,-46.8,-456.82,-232.03,-63.28,-0.689612455010302
73,-2.27,60.16,-18.1,-39.08,-93.92,-92.98,1.75,-93.1,1.75,-93.1,7.175,-147.19,-92.82,-5.3,-9.23,9.48,58.29,32.06,6.195,27.33,-47.42,-21.87,13.5,-16.25,8.42,15.72,15.82,-1.91,532.14,5.33,9.56,1.34,1.35,-33.33,1.12,1.12,8.42,1.68,-20.36,-21.24,-29.13,9.94,3.2,-92.98,-9.23,-59.73,-303.64,-56.21,-36.84,-2494.74,-71.43,-64.86,-200.0,-36.84,-50.74,450.81,524.1,0.316487392508052
74,3.91,-7.03,-10.39,244.03,437.84,385.54,1.86,376.69,1.86,376.69,7.175,5.53,367.29,14.31,-13.98,-5.2,-7.36,-1.68,171.83,-5.13,-12.72,-3.06,-28.32,-29.04,-13.14,-15.71,-11.0,1.85,-40.68,-1.61,-5.62,0.81,6.46,150.0,-65.62,-65.62,-13.14,7.03,18.33,244.25,149.39,6.6,-9.1,385.54,-13.98,167.35,-35.04,-33.78,13.1,-102.64,2.435,253.85,-120.0,13.1,-16.81,1382.32,-86.36,-0.4239838171312249
75,-27.52,-41.27,-20.2,-46.25,62.31,63.77,1.95,60.63,1.95,60.63,7.175,-172.51,125.94,-22.74,-17.73,-24.52,-2.48,-34.84,67.88,-15.2,-37.75,-41.43,-17.56,-23.47,-17.47,-16.37,-2.57,-0.15,-18.1,-1.03,-1.65,0.98,9.93,60.0,-320.32,-320.32,-17.47,2.06,4.98,-147.65,316.31,-12.97,-6.19,63.77,-17.73,-60.81,-135.05,141.84,1.05,-1325.0,2.435,52.17,-68.75,1.05,72.54,-97.56,47.67,0.0821722906703328
76,7.04,-7.59,-4.56,-77.55,-30.65,-24.7,6.64,-29.39,6.64,-29.39,7.175,25.74,-29.65,18.79,-20.36,61.02,61.02,-41.65,-37.04,9.05,-12.77,-10.47,-5.49,0.25,6.82,21.89,-4.06,-29.38,44.19,-26.39,-17.5,18.76,6.8,-37.5,-200.97,-200.97,6.82,18.06,-88.42,-111.47,-117.19,13.67,-9.89,-24.7,-20.36,77.92,76.47,-137.97,-19.79,81.63,16575.0,74.29,-2495.0,-19.79,-103.9,-454.7,-150.43,2.855869496243227
77,24.74,82.67,11.09,104.55,-115.4,-108.65,14.01,-107.59,14.01,-107.59,7.175,-212.04,-106.94,14.93,8.27,-6.25,-6.25,28.62,46.08,3.64,59.15,13.62,5.46,16.06,6.59,10.13,10.4,-7.67,-4.84,-7.44,0.83,1.56,-0.55,-220.0,46.88,46.88,6.59,3.42,22.81,-16.39,136.46,-6.13,8.54,-108.65,8.27,-47.08,-246.67,-24.44,46.75,-142.7,2.435,-127.05,-116.49,46.75,-446.15,-4.97,-973.28,-0.2876741177861093
78,21.5,34.23,9.98,-10.37,378.26,683.72,3.15,659.78,11.76,601.22,7.175,46.86,545.01,7.07,18.06,-2.45,-9.03,208.75,2.01,35.01,33.33,5.39,1.84,10.68,28.7,36.42,33.51,-15.92,62.71,-9.49,12.33,3.39,-4.18,-233.33,107.2,107.2,28.7,3.93,-18.1,-60.47,131.17,1.12,13.48,683.72,18.06,75.17,175.38,-50.0,44.25,49.12,-100.9,-184.85,36.71,44.25,186.67,76.33,-93.62,0.8580924004399398
79,3.95,17.2,33.45,114.05,12.73,1.19,11.1,-8.92,5.26,-3.87,7.175,37.71,-2.66,-7.9,51.76,30.02,35.99,50.53,-16.78,29.86,-118.1,-33.18,135.41,40.85,32.31,25.27,18.9,-38.51,-18.23,-35.53,-2.71,13.87,-4.59,-0.5700000000000001,123.3,123.3,32.31,16.42,-669.77,-355.16,93.15,9.22,12.87,1.19,51.76,71.65,-25.45,1350.0,33.13,-12.35,2.435,53.57,-458.33,33.13,-313.95,-27.47,1332.99,1.195509811550553
80,45.05,51.57,32.67,-63.71,242.74,630.21,8.52,572.85,7.77,577.57,7.175,33.62,403.43,31.23,37.21,52.36,8.8,11.67,49.41,33.63,3.415,20.43,96.31,97.0,48.67,2.49,2.46,-22.48,12.74,-15.91,-2.37,5.82,-35.1,-312.5,106.47,106.47,48.67,3.5,29.08,-37.48,44.65,30.42,10.53,630.21,37.21,-293.12,71.77,117.24,35.48,538.93,1200.0,-86.05,-67.7,35.48,181.52,14.55,-70.25,0.8371926679144308
81,68.33,82.4,45.53,-122.34,187.76,26.99,2.45,23.95,1.82,24.71,7.175,41.74,-24.56,36.84,30.79,57.55,58.93,30.44,-17.46,39.72,3.17,25.91,35.93,36.08,38.57,63.54,75.42,-34.27,88.14,-3.67,57.5,4.97,-68.49,-117.65,28.44,28.44,38.57,-0.33,75.65,36.76,-7.11,-20.35,23.02,26.99,30.79,-179.57,-16.86,228.76,2.38,-27.94,2462.82,-31683.33,652.0,2.38,314.41,-42.29,158.89,0.3001489990914092
82,43.61,33.72,61.33,-480.95,-67.73,-58.25,28.69,-67.56,27.83,-67.34,7.175,-6.4,-70.93,-10.96,353.56,62.28,90.73,52.44,305.45,74.99,-816.92,84.57,1257.31,1270.2,444.17,57.52,50.21,720.34,980.48,847.36,160.67,423.61,-90.97,1266.67,630.29,630.29,444.17,33.55,6.57,-85.41,-43.67,16.49,61.29,-58.25,820.52,-125.52,138.5,1.25,49.5,-391.4,105.5,72.24,144.68,49.5,-3.26,-46.91,142.54,-0.3554674931478849
83,-3.9,-1.35,0.68,-213.75,-58.45,-35.3,3.4,-37.43,3.44,-37.45,7.175,-25.58,-32.68,-7.6,69.1,-1.4,-18.66,30.45,-0.47,11.65,376.82,103.19,-6.18,-2.75,0.45,-23.49,5.02,-21.34,-15.18,-17.91,-6.52,2.88,-651.91,-75.61,2.09,2.09,0.45,0.25,-38.13,-39.4,37.8,6.3,4.0,-35.3,-16.68,-281.87,65.17,-53.24,21.33,-171.19,-65.63,-64.89,-139.22,21.33,-64.01,339.95,-27.72,1.033594502632824
84,-25.22,-10.92,-0.68,-34.78,-37.79,-36.27,33.4,2.99,33.9,2.61,-38.22,-17.38,83.72,15.05,-39.56,55.83,55.83,-16.14,322.67,21.08,-37.33,-47.23,27.85,4.71,11.08,-7.65,9.26,4.44,16.31,11.87,10.72,2.4,23.73,-0.65,14.36,11.6,11.08,0.69,-19.67,-28.02,199.06,10.82,-35.0,-36.27,-39.56,-108.16,-140.69,-53.36,25.29,-43.16,2.435,-85.68,3.9,25.29,-68.3,205.94,-66.06,0.2096761597034837
85,14.85,14.93,2.39,-389.33,117.07,94.75,0.82,171.45,0.89,171.26,52.24,32.55,138.29,12.69,15.2,426.32,289.74,17.59,-85.46,34.9,22.02,16.97,-13.85,-6.23,11.22,27.12,-3.15,82.76,-33.47,7.13,2.65,-0.56,61.45,31.17,23.19,23.19,11.22,-0.01,-101.27,-101.03,-28.58,39.28,1.92,94.75,15.2,-260.68,77.32,-55.93,7.3100000000000005,-294.44,2.435,-1120.38,708.69,7.3100000000000005,-97.9,74.73,-83.9,0.069028565543628
86,13.38,27.19,20.84,48.85,44.77,46.22,0.17,-48.17,-0.04,-48.06,37.1,20.92,-54.21,10.26,16.17,-26.03,-42.4,15.47,20.39,-8.4,9.64,10.85,-1.54,1.55,-3.57,1.45,-4.02,-49.19,15.55,-23.03,-15.21,-0.01,17.15,6.51,9.97,9.97,-3.57,0.84,1188.89,1071.99,47.05,-4.56,2.83,46.22,16.17,38.83,-75.76,161.45,30.65,-167.13,-6.38,-258.24,-157.04,30.65,4826.67,-23.0,403.63,0.4610752164747025
87,11.06,18.68,16.43,-139.94,1.11,4.37,-0.3,7.25,-0.34,7.3,20.66,8.64,-3.72,6.19,9.34,4.99,42.64,7.83,21.62,8.89,13.19,11.49,-2.18,2.41,5.58,22.09,18.42,-21.06,-15.22,-17.51,-0.77,1.25,14.86,-19.16,11.27,11.27,5.58,-1.28,713.79,631.35,23.99,-8.05,4.59,4.37,9.34,-207.66,-224.12,94.44,39.77,-90.55,235.0,-37.83,-157.91,39.77,146.14,-1.09,81.83,0.4340449619071058
88,9.39,11.05,9.08,-96.12,21.28,22.45,-1.98,24.93,-1.94,24.87,12.3,2.66,11.94,0.57,0.17,11.5,-16.1,3.64,38.37,9.41,9.3,7.53,-3.27,0.88,5.18,3.62,2.42,18.23,8.33,12.06,6.7,1.37,15.61,4.98,3.96,3.96,5.18,-2.02,-49.36,-51.29,3.71,6.82,8.77,22.45,0.17,2.14,-226.32,-5.62,-11.87,2412.2,40.84,-24.37,-153.87,-11.87,-2.25,11.18,-22.92,-0.0550571994819881
89,7.66,17.51,6.75,-780.0,40.39,36.14,-1.64,38.41,-1.63,38.4,33.17,23.69,26.45,-0.37,5.35,19.06,1.31,5.47,-8.14,10.33,3.51,6.24,-2.62,-0.43,5.22,8.63,7.93,12.38,-1.19,4.2,6.19,2.3,18.95,15.22,4.42,4.42,5.22,-1.62,-21.97,-25.27,4.24,2.23,8.06,36.14,5.35,-97.56,-96.79,30.5,-15.56,-9.66,23.41,29.28,-106.85,-15.56,52.81,12.85,-4.14,0.380767989322661
90,5.89,10.84,7.89,-38.24,14.91,15.41,-1.64,17.33,-1.22,16.84,13.72,7.39,8.99,-8.46,3.33,16.96,2.1,3.45,-56.18,7.33,4.34,7.58,15.85,11.57,9.24,19.66,17.21,34.01,-6.73,10.73,14.24,1.06,17.94,15.89,5.06,5.06,9.24,-1.4,-90.88,-91.32,-9.38,-8.43,15.67,15.41,3.33,1242.86,-4780.0,29.67,11.0,61.31,5.54,-9.41,61.9,11.0,34.67,-3.7,12.36,0.1553800785477654
91,11.57,10.67,9.0,-85.71,12.61,-9.19,-1.17,-8.11,-1.26,-8.03,12.39,0.73,-18.61,7.41,7.68,8.67,4.9,15.37,52.13,13.11,14.51,13.68,3.98,7.64,10.59,3.17,2.99,27.34,21.59,24.57,12.56,1.11,12.53,-17.54,8.81,8.81,10.59,-1.03,-1038.24,-962.27,1.46,9.83,3.87,-9.19,7.68,5.32,-207.05,-26.91,16.73,-47.34,2.88,8.95,138.24,16.73,-36.54,59.78,-19.52,0.113611058222828
92,6.38,5.39,4.96,1933.33,7.1,49.81,-1.2,51.64,-1.38,51.91,5.59,-0.75,40.83,5.08,2.57,-21.34,-25.07,8.17,-27.45,-7.26,2.1,3.46,-0.95,0.17,-3.93,0.96,-0.41,-45.05,-2.6,-25.11,-12.53,1.28,17.3,17.13,4.14,4.14,-3.93,-2.04,-160.03,-157.65,15.83,-6.88,1.24,49.81,2.57,2.02,54.29,37.53,-9.55,-91.97,45.65,243.92,-636.42,-9.55,56.63,-46.23,-8.2,-0.2311146548003556
93,-6.12,-9.56,-5.07,14.75,-15.36,-16.7,-3.01,-14.12,-3.18,-13.96,-12.86,-7.18,-11.27,1.34,8.9,-14.51,44.01,-8.93,36.14,-8.43,-103.56,-46.0,76.57,8.7,-0.44,-3.46,-2.39,42.68,-11.21,9.75,2.71,1.54,10.49,-0.71,-2.92,-2.92,-0.44,-3.44,134.99,142.06,-10.48,-6.18,-7.36,-16.7,8.9,31.68,-93.01,1.63,-24.41,-366.93,42.0,-28.16,-231.53,-24.41,7.73,10.41,22.01,-0.1522912468348309
94,-3.25,-6.14,-7.73,-157.14,-5.97,-6.78,-2.37,-4.52,-2.46,-4.43,-2.85,0.42,-3.65,5.1,2.17,25.06,53.24,-0.76,-23.36,7.84,412.5,-1.59,4.08,-0.96,3.36,15.85,15.63,-55.43,-7.61,-31.79,-5.66,1.42,8.01,-7.78,10.89,10.89,3.36,-0.37,411.0,360.82,18.6,-6.74,-7.95,-6.78,2.17,-4.51,-2405.56,23.21,-11.8,-65.19,-80.29,-0.27,74.19,-11.8,28.97,-5.8,32.18,0.0120277418669694
95,22.23,18.29,6.22,-502.5,40.93,41.23,-1.01,42.66,-0.79,42.35,30.21,6.53,15.54,24.01,-2.62,-8.44,-22.65,8.44,-9.7,8.32,-1.12,9.66,10.85,11.61,9.93,25.18,26.23,50.71,9.08,22.84,25.13,3.02,12.63,3.18,-0.87,-0.87,9.93,-2.54,-46.38,-45.91,-20.75,-14.19,-1.44,41.23,-2.62,-6.3,-48.43,14.05,32.22,-3065.25,546.38,12.33,-165.19,32.22,12.01,33.55,-19.24,0.323855187769857
96,6.08,1.43,-4.35,-2801.86,-64.24,-51.61,-3.2,-50.01,-3.43,-49.89,7.01,0.88,-54.38,21.1,-1.28,-23.69,-11.75,-8.39,38.87,-6.78,57.86,-2.93,1.82,-1.35,-4.09,-17.34,-16.5,68.19,-5.69,24.26,-3.51,1.24,2.07,-75.14,-4.61,-4.61,-4.09,-4.11,-81.06,-80.15,-2.49,11.64,-12.41,-51.61,-1.28,2090.76,-383.33,-38.95,-6.39,-102.31,10.1,2.33,-75.89,-6.39,-43.27,0.67,26.17,-0.1263142508526764
97,2.63,11.67,8.42,-94.51,227.89,136.15,-3.12,143.76,-3.06,143.6,13.61,10.69,130.09,2.63,1.82,-24.57,-13.11,2.55,-19.89,-8.17,-513.28,134.63,-41.76,0.88,-3.55,1.09,1.19,-59.32,-4.94,-34.78,-13.57,2.61,12.93,2.18,5.53,5.53,-3.55,-2.42,355.25,331.38,18.11,-9.24,2.56,136.15,1.82,-91.33,-107.04,71.26,3.27,-397.53,-24.04,58.94,23.0,3.27,86.14,-13.61,-27.48,0.2244682095528547
